Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,BaseDps,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,ChargeTime,Disposition,Mastery,Magazine,AmmoPickup,AmmoMax,Reload,ShotType,ShotSpeed,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction
Catabolyst,Held,Partial Reload Explosion,0,0,0,0,0,0,0,0,203,0,0,0,0,0,203,2436,203,0.11,2.9,245.427,2945.124,1776.2421011673,45649.422,0.43,nil,0.43,5.16,1,12,0,1.15,11,31,20,155,1.7,AoE,inf,0,6.3,Update 29.5,2020-11-19,Secondary,Pistol,Secondary,5,/Lotus/Weapons/Infested/Pistols/InfBeamPistol/InfBeamPistol,Catabolyst,0,5,0.5
Catabolyst,Held,Reload From Empty Impact,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,132,11,0.31,2.9,17.479,209.748,115.69729537367,3251.094,0.59,nil,0.59,7.08,1,12,0,1.15,11,31,20,155,2.1,Projectile,-1,0.9,6.3,Update 29.5,2020-11-19,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Infested/Pistols/InfBeamPistol/InfBeamPistol,Catabolyst,0,inf,1
Catabolyst,Held,Reload From Empty Explosion,0,0,0,0,0,0,0,0,1997,0,0,0,0,0,1997,23964,1997,0.31,2.9,3173.233,38078.796,22965.810817121,590221.338,0.59,nil,0.59,7.08,1,12,0,1.15,11,31,20,155,1.7,AoE,inf,0,6.3,Update 29.5,2020-11-19,Secondary,Pistol,Secondary,7,/Lotus/Weapons/Infested/Pistols/InfBeamPistol/InfBeamPistol,Catabolyst,0,7,0.5
Zylok,Duplex,Normal Attack,44.8,16.8,78.4,0,0,0,0,0,0,0,0,0,0,0,140,252,140,0.08,2,151.2,272.16,214.29921259843,32961.6,0.26,nil,0.26,0.468,1,1.8,0,1.25,6,8,20,210,1.2,Hit-Scan,inf,0,23.5,Update 23.6,2018-08-30,Secondary,Pistol,Secondary,300,/Lotus/Weapons/Tenno/Pistols/ConclaveLeverPistol/ConclaveLeverPistol,Zylok,0,inf,1
Spira,Auto,Normal Attack,8.2,49.2,24.6,0,0,0,0,0,0,0,0,0,0,0,82,205,82,0.3,2,106.6,266.5,213.2,23452,0.08,nil,0.08,0.2,1,2.5,0,1.3,8,10,40,210,1,Projectile,70,0,100,Update 17.4.5,2015-09-23,Secondary,Thrown,Secondary,0,/Lotus/Weapons/Tenno/ThrowingWeapons/LiDagger/LiDagger,Spira,0,inf,1
Staticor,Charge,Uncharged Projectile,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,154,44,0.14,2.2,51.392,179.872,162.13814084507,17267.712,0.28,nil,0.28,0.98,1,3.5,0,0.85,10,48,20,288,1.5,Projectile,60,0,16.7,Hotfix 18.4.7,2016-02-04,Secondary,Dual Pistols,Secondary,0,/Lotus/Weapons/Corpus/Pistols/CrpElectroMag/CrpElectroMag,Staticor,0,inf,1
Staticor,Charge,Uncharged Explosion,0,0,0,0,0,0,0,0,0,0,0,88,0,0,88,308,88,0,1,88,308,277.6338028169,29568,0.28,nil,0.28,0.98,1,3.5,0,0.85,10,48,20,288,1.5,AoE,inf,0,16.7,Hotfix 18.4.7,2016-02-04,Secondary,Dual Pistols,Secondary,2.4,/Lotus/Weapons/Corpus/Pistols/CrpElectroMag/CrpElectroMag,Staticor,0,2.4,0.3
Staticor,Charge,Fully Charged Projectile,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,154,44,0.14,2.2,51.392,51.392,44.050285714286,3237.696,0.28,nil,0.28,0.21777777777778,1,3.5,1,0.85,10,48,20,288,1.5,Projectile,40,0,16.7,Hotfix 18.4.7,2016-02-04,Secondary,Dual Pistols,Secondary,0,/Lotus/Weapons/Corpus/Pistols/CrpElectroMag/CrpElectroMag,Staticor,0,inf,1
Staticor,Charge,Fully Charged Explosion,0,0,0,0,0,0,0,0,0,0,0,106,0,0,106,371,106,0.14,2.2,123.808,123.808,120.05624242424,41599.488,0.28,nil,0.28,0.21777777777778,1,3.5,1,0.85,10,48,20,288,1.5,AoE,inf,0,16.7,Hotfix 18.4.7,2016-02-04,Secondary,Dual Pistols,Secondary,9.6,/Lotus/Weapons/Corpus/Pistols/CrpElectroMag/CrpElectroMag,Staticor,0,9.6,0.9
Dex Pixia,Auto,Normal Attack,16,16,128,0,0,0,0,0,0,0,0,0,0,0,160,932.8,160,0.1,2,176,1026.08,974.02640551209,10560,0.25,nil,0.25,1.4575,1,5.83,0,0,0,60,0,0,0.3,Hit-Scan,inf,0,23,Update 23.0,2018-06-15,Secondary,Exalted Weapon,Secondary,300,/Lotus/Powersuits/Fairy/FlightPistols,Dex Pixia,0,inf,1
Vasto Prime,Semi-Auto,Normal Attack,9.9,9.9,46.2,0,0,0,0,0,0,0,0,0,0,0,66,357.72,66,0.22,2.4,86.328,467.89776,245.83069702277,18646.848,0.22,nil,0.22,1.1924,1,5.42,0,1.35,10,6,40,210,1,Hit-Scan,inf,0,16,Update 15.7,2014-12-17,Secondary,Pistol,Secondary,300,/Lotus/Weapons/Tenno/Pistols/PrimeVasto/PrimeVastoPistol,Vasto,0,inf,1
Bronco,Semi-Auto,Normal Attack,32,4,4,0,0,0,0,0,0,0,0,0,0,0,40,1400,280,0.06,2,296.8,1484,409.37931034483,62921.6,0.0943,nil,0.6601,3.3005,7,5,0,1.45,0,2,20,210,1.05,Hit-Scan,inf,0,3.7,Vanilla,2012-10-25,Secondary,Shotgun Sidearm,Secondary,300,/Lotus/Weapons/Tenno/Pistol/HandShotGun,Bronco,7,14,0.75
Pyrana Prime,Auto,Normal Attack,1.92,1.92,20.16,0,0,0,0,0,0,0,0,0,0,0,24,960,240,0.24,2.2,309.12,1236.48,806.4,68624.64,0.036,nil,0.36,1.44,10,4,0,0.6,13,12,20,210,1.6,Hit-Scan,inf,0,6.1,Hotfix 23.0.3,2018-06-19,Secondary,Shotgun Sidearm,Secondary,300,/Lotus/Weapons/Tenno/Pistols/PrimePyrana/PrimePyranaPistol,Pyrana,18,36,0.75
Tenet Detron,Semi-Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,865.8,416,0.18,2,490.88,1634.6304,1032.7786447639,106030.08,0.1,nil,1,3.33,10,3.33,0,0.8,16,6,20,210,1.05,Projectile,150,0,20,Update 30.5,2021-07-06,Secondary,Shotgun Sidearm,Secondary,0,/Lotus/Weapons/Corpus/BoardExec/Secondary/CrpBEDetron/CrpBEDetron,Detron,26,52,0.446
Tenet Detron,Burst,Burst Shot,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,1278.68,416,0.18,2,490.88,2414.14784,1297.4755273695,106030.08,0.1,nil,1,4.918,10,4.918,0,0.8,16,6,20,210,1.05,Projectile,150,0,20,Update 30.5,2021-07-06,Secondary,Shotgun Sidearm,Secondary,0,/Lotus/Weapons/Corpus/BoardExec/Secondary/CrpBEDetron/CrpBEDetron,Detron,0,inf,1
Aklato,Semi-Auto,Normal Attack,4.5,7.5,18,0,0,0,0,0,0,0,0,0,0,0,30,225,30,0.1,1.8,32.4,243,151.875,7776,0.06,nil,0.06,0.45,1,7.5,0,1.52,3,30,40,210,2.4,Hit-Scan,inf,0,11.1,Vanilla,2012-10-25,Secondary,Dual Pistols,Secondary,300,/Lotus/Weapons/Tenno/Akimbo/AkimboPistol,Aklato,0,inf,1
Quatz,Auto,Auto,9,2,7,0,11,0,0,0,0,0,0,0,0,0,29,435,29,0.13,1.5,30.885,463.275,296.496,17789.76,0.27,nil,0.27,4.05,1,15,0,1.2,9,72,40,504,2.7,Hit-Scan,inf,0,40,Update 25.4,2019-07-18,Secondary,Pistol,Secondary,300,/Lotus/Weapons/Grineer/Pistols/GrnAmphisPistol/GrnAmphisPistol,Quatz,0,inf,1
Quatz,Auto,Burst,9,2,7,0,11,0,0,0,0,0,0,0,0,0,29,290,29,0.27,2.5,162.98,407.45,296.32727272727,93876.48,0.19,nil,0.19,1.9,1,10,0,1.2,9,72,40,504,2.7,Hit-Scan,inf,0,90.9,Update 25.4,2019-07-18,Secondary,Pistol,Secondary,300,/Lotus/Weapons/Grineer/Pistols/GrnAmphisPistol/GrnAmphisPistol,Quatz,0,inf,1
Prisma Twin Gremlins,Auto,Normal Attack,2.97,12.69,11.34,0,0,0,0,0,0,0,0,0,0,0,27,238.41,27,0.23,1.9,32.589,287.76087,258.42252941101,21834.63,0.23,nil,0.23,2.0309,1,8.83,0,1.15,11,70,40,600,0.9,Projectile,90,0,36.4,Hotfix 23.4.2,2018-08-17,Secondary,Dual Pistols,Secondary,0,/Lotus/Weapons/Grineer/Pistols/GrineerBulbousSMG/Prisma/PrismaTwinGremlinsWeapon,Twin Gremlins,0,inf,1
Sepulcrum,Burst,Primary-Fire,9.6,26.9,11.5,0,0,0,0,0,0,0,0,0,0,0,48,176.16,48,0.3,2.2,130.56,239.5776,205.97997707298,35251.2,0.14,nil,0.14,0.5138,1,3.67,0,1.05,14,90,20,180,4,Projectile,200,0,22.2,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Thanotech/ThanoPistol/ThanotechPistol,Sepulcrum,0,inf,1
Sepulcrum,Burst,Radial Attack,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46,168.82,46,0.3,2.2,125.12,229.5952,197.39747802828,33782.4,0.14,nil,0.14,0.5138,1,3.67,0,1.05,14,90,20,180,4,AoE,inf,0,0,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,1.6,/Lotus/Weapons/Thanotech/ThanoPistol/ThanotechPistol,Sepulcrum,0,1.6,0.2
Sepulcrum,Burst,Lock-On Mode,19.2,53.8,23,0,0,0,0,0,0,0,0,0,0,0,96,96,96,0.38,3,168.96,168.96,161.77021276596,45619.2,0.26,nil,1.26,1.26,1,1,0,1.05,14,90,20,180,4,Projectile,60,0,0,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Thanotech/ThanoPistol/ThanotechPistol,Sepulcrum,0,inf,1
Sepulcrum,Burst,Lock-On Radial Attack,0,0,0,0,0,480,0,0,0,0,0,0,0,0,480,480,480,0.38,3,844.8,844.8,808.85106382979,228096,0.26,nil,0.26,0.26,1,1,0,1.05,14,90,20,180,4,AoE,inf,0,0,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,3,/Lotus/Weapons/Thanotech/ThanoPistol/ThanotechPistol,Sepulcrum,0,3,0.2
Ballistica,Burst / Charge,Charged Shot,10,80,10,0,0,0,0,0,0,0,0,0,0,0,100,333,100,0.15,1.5,107.5,107.5,95.555555555556,24295,0.1,nil,0.1,0.076905311778291,1,3.33,1,1.25,2,16,40,210,2,Projectile,100,0,4,Update 10.4,2013-10-16,Secondary,Crossbow,Secondary,0,/Lotus/Weapons/Tenno/Pistols/AutomaticHandCrossbow/AutoCrossBow,Ballistica,0,inf,1
Ballistica,Burst / Charge,Burst Shot,2.5,20,2.5,0,0,0,0,0,0,0,0,0,0,0,25,285.75,25,0.0375,1.5,101.875,291.1078125,119.85910962429,23023.75,0.075,nil,0.075,0.85725,1,11.43,0,1.25,2,16,40,210,2,Projectile,100,0,4,Update 10.4,2013-10-16,Secondary,Crossbow,Secondary,0,/Lotus/Weapons/Tenno/Pistols/AutomaticHandCrossbow/AutoCrossBow,Ballistica,0,inf,1
Dual Cestra,Auto,Normal Attack,5.2,20.8,0,0,0,0,0,0,0,0,0,0,0,0,26,487.5,26,0.06,1.6,26.936,505.05,326.49696969697,16161.6,0.2,nil,0.2,3.75,1,18.75,0,1.35,7,120,40,480,3.5,Projectile,100,0,20,Update 12.0,2014-02-05,Secondary,Dual Pistols,Secondary,0,/Lotus/Weapons/Corpus/Pistols/CorpusMinigun/DualCorpusMinigun,Dual Cestra,0,inf,1
Dex Pixia Prime,Auto,Normal Attack,16,16,128,0,0,0,0,0,0,0,0,0,0,0,160,932.8,160,0.1,2,176,1026.08,974.02640551209,10560,0.25,nil,0.25,1.4575,1,5.83,0,0,0,60,0,0,0.3,Hit-Scan,inf,0,23,Update 23.0,2018-06-15,Secondary,Exalted Weapon,Secondary,300,/Lotus/Powersuits/Fairy/PrimeFlightPistols,Dex Pixia Prime,0,inf,1
Acrid,Semi-Auto,Normal Attack,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,233.45,35,0.05,2,36.75,245.1225,159.83470266041,8268.75,0.1,nil,0.1,0.667,1,6.67,0,1.33,7,15,40,210,1.2,Projectile,65,0,100,Update 8.0,2013-05-23,Secondary,Pistol,Secondary,0,/Lotus/Weapons/ClanTech/Bio/AcidDartPistol,Acrid,0,inf,1
Pandero Prime,Semi-Auto,Normal Attack,26,26,52,0,0,0,0,0,0,0,0,0,0,0,104,312,104,0.3,2.8,160.16,480.48,349.44,34914.88,0.24,nil,0.24,0.72,1,3,0,1.1,14,8,40,210,1,Hit-Scan,inf,0,16,Update 29.9,2021-02-23,Secondary,Pistol,Secondary,300,/Lotus/Weapons/Tenno/Pistols/PrimePandero/PanderoPrimeWeapon,Pandero,0,inf,1
Pandero Prime,Burst,Alt-Fire,26,26,52,0,0,0,0,0,0,0,0,0,0,0,104,799.76,104,0.3,2.8,160.16,1231.6304,627.98235818993,34914.88,0.24,nil,0.24,1.8456,1,7.69,0,1.1,14,8,40,210,1,nil,inf,0,8.2,Update 29.9,2021-02-23,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Tenno/Pistols/PrimePandero/PanderoPrimeWeapon,Pandero,0,inf,1
Telos Akbolto,Semi-Auto,Normal Attack,4.7,42.3,0,0,0,0,0,0,0,0,0,0,0,0,47,470,47,0.13,2,53.11,531.1,284.51785714286,12746.4,0.29,nil,0.29,2.9,1,10,0,1.25,11,30,40,210,2.6,Projectile,75,0,26.7,Update 15.5,2014-11-27,Secondary,Dual Pistols,Secondary,0,/Lotus/Weapons/Syndicates/ArbitersOfHexis/Pistols/AHAkbolto,Akbolto,0,inf,1
Kuva Brakk,Semi-Auto,Normal Attack,5.85,3.25,3.9,0,0,0,0,0,0,0,0,0,0,0,13,757.9,208,0.29,2,268.32,1564.3056,988.19052432091,62250.24,0.111,nil,1.11,6.4713,10,5.83,0,0.85,13,11,20,221,1.1,Hit-Scan,inf,0.5,7.7,Update 26.0,2019-10-31,Secondary,Shotgun Sidearm,Secondary,300,/Lotus/Weapons/Grineer/KuvaLich/Secondaries/Brakk/KuvaBrakk,Brakk,10,20,0.96
Tenet Diplos,Auto,Normal Attack,11.2,9,7.8,0,0,0,0,0,0,0,0,0,0,0,28,270.76,44.8,0.36,2.2,64.1536,620.365312,479.30404702879,35412.7872,0.14,nil,0.14,1.3538,1,9.67,0,0.7,16,92,40,460,2.8,Projectile,50,1,100,Update 30.5,2021-07-06,Secondary,Dual Pistols,Secondary,0,/Lotus/Weapons/Corpus/Pistols/CrpBriefcaseAkimbo/CrpBriefcaseAkimboPistol,Tenet Diplos,0,inf,1
Tenet Diplos,Burst,Lock-on Mode,11.2,9,7.8,0,0,0,0,0,0,0,0,0,0,0,28,270.76,44.8,0.36,2.2,64.1536,620.365312,390.5085712409,17706.3936,0.14,nil,0.14,1.3538,1,9.67,0,0.7,16,92,40,460,2.8,Projectile,200,1,100,Update 30.5,2021-07-06,Secondary,Dual Pistols,Secondary,60,/Lotus/Weapons/Corpus/Pistols/CrpBriefcaseAkimbo/CrpBriefcaseAkimboPistol,Tenet Diplos,0,inf,1
Akjagara,Burst,Normal Attack,4.5,4.5,21,0,0,0,0,0,0,0,0,0,0,0,30,500.1,30,0.06,2,63.6,530.106,259.61726354454,15645.6,0.28,nil,0.28,4.6676,1,16.67,0,1.05,8,36,40,210,2.25,Hit-Scan,inf,0,15.4,Update 15.13,2015-02-05,Secondary,Dual Pistols,Secondary,300,/Lotus/Weapons/Tenno/Pistols/TigrisRedeemerSetPistol/TnoBladedPistols,Akjagara,0,inf,1
Atomos,Held,Normal Attack,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,232,29,0.15,1.7,32.045,256.36,208.66511627907,13458.9,0.21,nil,0.21,1.68,1,8,0,0.95,5,70,20,350,2,Discharge,inf,0,12.5,Update 16.5,2015-05-12,Secondary,Pistol,Secondary,15,/Lotus/Weapons/Grineer/Pistols/HeatGun/GrnHeatGun,Atomos,0,inf,1
Zymos,Semi-Auto,Normal Attack,9.2,13.8,0,0,0,0,0,0,0,0,0,0,0,0,23,30.59,23,0.05,2.3,24.495,32.57835,26.05532320286,1665.66,0.3,nil,1.3,1.729,1,1.33,0,1.2,11,17,40,51,3.2,Projectile,79,0,9.8,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Infested/Pistols/InfUzi/InfUziWeapon,Zymos,0,inf,1
Zymos,Semi-Auto,Radial Attack,0,0,0,0,0,0,61,0,0,0,0,0,0,0,61,81.13,61,0.05,2.3,64.965,86.40345,69.103248494543,4417.62,0.3,nil,0.3,0.399,1,1.33,0,1.2,11,17,40,51,3.2,AoE,inf,0,9.8,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,3.3,/Lotus/Weapons/Infested/Pistols/InfUzi/InfUziWeapon,Zymos,0,3.3,0.3
Zymos,Semi-Auto,Headshot Explosion,0,0,0,0,0,0,953,0,0,0,0,0,0,0,953,1267.49,953,0.05,2.3,1014.945,1349.87685,1079.5966527098,69016.26,0.5,nil,1.5,1.995,1,1.33,0,1.2,11,17,40,51,3.2,AoE,inf,0,9.8,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,3.3,/Lotus/Weapons/Infested/Pistols/InfUzi/InfUziWeapon,Zymos,0,3.3,0.3
Zymos,Semi-Auto,Homing Spore Contact,0,11.5,11.5,0,0,0,0,0,0,0,0,0,0,0,23,183.54,138,0.05,2.3,146.97,195.4701,156.33193921716,9993.96,0.3,nil,7.8,10.374,6,1.33,0,1.2,11,17,40,51,3.2,Projectile,inf,0,9.8,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Infested/Pistols/InfUzi/InfUziWeapon,Zymos,0,inf,1
Zymos,Semi-Auto,Homing Spore Explosion,0,0,0,0,0,0,333,0,0,0,0,0,0,0,333,2657.34,1998,0.05,2.3,2127.87,2830.0671,2263.4145982311,144695.16,0.3,nil,1.8,2.394,6,1.33,0,1.2,11,17,40,51,3.2,AoE,inf,0,9.8,Update 29.0,2020-08-25,Secondary,Pistol,Secondary,3.3,/Lotus/Weapons/Infested/Pistols/InfUzi/InfUziWeapon,Zymos,0,3.3,0.3
Nukor,Held,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,220,22,0.03,4,23.98,239.8,199.83333333333,12469.6,0.29,nil,0.29,2.9,1,10,0,1.45,4,50,20,210,2,Discharge,inf,0,100,Update 14.5,2014-08-28,Secondary,Pistol,Secondary,25,/Lotus/Weapons/Grineer/Pistols/GrineerMicrowavegun/GrnMicrowavePistol,Nukor,0,inf,1
Akvasto,Semi-Auto,Normal Attack,14.5,14.5,29,0,0,0,0,0,0,0,0,0,0,0,58,502.86,58,0.16,1.8,65.424,567.22608,231.99430674847,14524.128,0.12,nil,0.12,1.0404,1,8.67,0,1.25,8,12,40,210,2,Hit-Scan,inf,0,11.1,Update 9.7,2013-08-30,Secondary,Dual Pistols,Secondary,300,/Lotus/Weapons/Tenno/Akimbo/DualVastos,Akvasto,0,inf,1
Akbolto Prime,Semi-Auto,Normal Attack,3.2,27.52,1.28,0,0,0,0,0,0,0,0,0,0,0,32,224,32,0.36,2.8,52.736,369.152,300.73482688391,13184,0.14,nil,0.14,0.98,1,7,0,1.2,13,40,40,210,1.3,Projectile,100,0,26.7,Update 22.7,2017-12-12,Secondary,Dual Pistols,Secondary,0,/Lotus/Weapons/Tenno/Pistols/PrimeAkbolto/PrimeAkBoltoWeapon,Akbolto,0,inf,1
Akstiletto Prime,Auto,Normal Attack,21.6,3.6,10.8,0,0,0,0,0,0,0,0,0,0,0,36,254.88,36,0.15,2,41.4,293.112,245.34360090399,18216,0.3,nil,0.3,2.124,1,7.08,0,0.8,10,40,40,400,1.1,Hit-Scan,inf,0,23.5,Update 18.12,2016-05-17,Secondary,Dual Pistols,Secondary,300,/Lotus/Weapons/Tenno/Pistols/PrimeAkstiletto/PrimeAkstiletto,Akstiletto,0,inf,1
Akbolto,Semi-Auto,Normal Attack,4,36,0,0,0,0,0,0,0,0,0,0,0,0,40,400,40,0.16,2.4,48.96,489.6,262.28571428571,11750.4,0.022,nil,0.022,0.22,1,10,0,1.3,9,30,40,210,2.6,Projectile,75,0,26.7,Update 6.0,2013-01-29,Secondary,Dual Pistols,Secondary,0,/Lotus/Weapons/Tenno/Akimbo/AkimboBolto,Akbolto,0,inf,1
Spira Prime,Auto,Normal Attack,6,48,6,0,0,0,0,0,0,0,0,0,0,0,60,199.8,60,0.3,3,96,319.68,264.6083807553,21312,0.14,nil,0.14,0.4662,1,3.33,0,1.2,10,12,40,210,0.75,Projectile,70,0,100,Hotfix 18.4.12,2016-02-16,Secondary,Thrown,Secondary,0,/Lotus/Weapons/Tenno/ThrowingWeapons/PrimeLiDagger/PrimeLiDagger,Spira,0,inf,1
Twin Vipers,Auto,Normal Attack,10.2,1.7,5.1,0,0,0,0,0,0,0,0,0,0,0,17,425,17,0.15,1.5,18.275,456.875,164.00641025641,8187.2,0.11,nil,0.11,2.75,1,25,0,1.45,5,28,40,420,2,Hit-Scan,inf,0,15.4,Hotfix 7.7.3,2013-04-12,Secondary,Dual Pistols,Secondary,300,/Lotus/Weapons/Tenno/Akimbo/AkimboViperPistols,Twin Vipers,0,inf,1
Akbronco Prime,Semi-Auto,Normal Attack,40,5,5,0,0,0,0,0,0,0,0,0,0,0,50,1515.5,350,0.06,2,371,1606.43,724.3308440186,80878,0.1286,nil,0.9002,3.897866,7,4.33,0,1.3,10,8,20,210,2.25,Hit-Scan,inf,0,3.7,Update 12.4,2014-03-05,Secondary,Dual Shotguns,Secondary,300,/Lotus/Weapons/Tenno/Akimbo/PrimeAkimboShotGun,Akbronco,9,18,0.75
Kuva Nukor,Held,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,210,33.6,0.07,5,43.008,430.08,341.40371134021,12343.296,0.5,nil,0.5,5,1,10,0,0.5,13,77,20,210,2,Discharge,inf,0,100,Update 27.1,2020-02-04,Secondary,Pistol,Secondary,29,/Lotus/Weapons/Grineer/KuvaLich/Secondaries/Nukor/KuvaNukor,Nukor,0,inf,1
Aklex Prime,Semi-Auto,Normal Attack,15,120,15,0,0,0,0,0,0,0,0,0,0,0,150,400.5,150,0.25,2,187.5,500.625,333.61099541858,42375,0.25,nil,0.25,0.6675,1,2.67,0,0.95,15,16,40,210,3,Hit-Scan,inf,0,9.8,Hotfix 19.8.1,2017-01-27,Secondary,Dual Pistols,Secondary,300,/Lotus/Weapons/Tenno/Akimbo/AkLexPrimePistols,Aklex,0,inf,1
Kulstar,Semi-Auto,Rocket Impact,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,400,200,0.17,2.3,244.2,488.4,209.31428571429,4395.6,0.19,nil,1.19,2.38,1,2,0,1.3,5,3,3,15,2,Projectile,100,0,26.7,Update 17.0,2015-07-31,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Grineer/Pistols/GrnTorpedoPistol/GrnTorpedoPistol,Kulstar,0,inf,1
Kulstar,Semi-Auto,Rocket Explosion,0,0,0,0,0,0,0,300,0,0,0,0,0,0,300,600,300,0.17,2.3,366.3,732.6,313.97142857143,6593.4,0.19,nil,0.19,0.38,1,2,0,1.3,5,3,3,15,2,AoE,inf,0,26.7,Update 17.0,2015-07-31,Secondary,Pistol,Secondary,3.9,/Lotus/Weapons/Grineer/Pistols/GrnTorpedoPistol/GrnTorpedoPistol,Kulstar,0,3.9,0.4
Kulstar,Semi-Auto,Cluster Bombs,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,450,225,0.17,2.3,274.725,549.45,235.47857142857,4945.05,0.19,nil,0.57,1.14,3,2,0,1.3,5,3,3,15,2,Projectile,8,0,26.7,Update 17.0,2015-07-31,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Grineer/Pistols/GrnTorpedoPistol/GrnTorpedoPistol,Kulstar,0,inf,1
Kulstar,Semi-Auto,Cluster Bomb Explosion,0,0,0,0,0,0,0,90,0,0,0,0,0,0,90,180,90,0.17,2.3,109.89,219.78,94.191428571429,1978.02,0.19,nil,0.19,0.38,1,2,0,1.3,5,3,3,15,2,AoE,inf,0,26.7,Update 17.0,2015-07-31,Secondary,Pistol,Secondary,3.9,/Lotus/Weapons/Grineer/Pistols/GrnTorpedoPistol/GrnTorpedoPistol,Kulstar,0,3.9,0.4
Pandero,Semi-Auto,Normal Attack,18,18,36,0,0,0,0,0,0,0,0,0,0,0,72,216,72,0.3,2.8,110.88,332.64,241.92,24171.84,0.1,nil,0.1,0.3,1,3,0,1.2,8,8,40,210,1,Hit-Scan,inf,0,16,Update 20.0,2017-03-24,Secondary,Pistol,Secondary,300,/Lotus/Weapons/Tenno/Pistols/TnBardPistol/TnBardPistolGun,Pandero,0,inf,1
Pandero,Burst,Alt-Fire,18,18,36,0,0,0,0,0,0,0,0,0,0,0,72,553.68,72,0.3,2.8,110.88,852.6672,434.75701720841,24171.84,0.1,nil,0.1,0.769,1,7.69,0,1.2,8,8,40,210,1,Hit-Scan,inf,0,8.2,Update 20.0,2017-03-24,Secondary,Pistol,Secondary,300,/Lotus/Weapons/Tenno/Pistols/TnBardPistol/TnBardPistolGun,Pandero,0,inf,1
Hikou Prime,Auto,Normal Attack,3.6,30.6,1.8,0,0,0,0,0,0,0,0,0,0,0,36,209.88,36,0.06,1.8,37.728,219.95424,197.78005325955,8903.808,0.28,nil,0.28,1.6324,1,5.83,0,1.25,4,26,40,210,0.5,Projectile,70,0,100,Update 14.8,2014-09-24,Secondary,Thrown,Secondary,0,/Lotus/Weapons/Tenno/ThrowingWeapons/PrimeThrowingStar/PrimeHikou,Hikou,0,inf,1
Akbronco,Semi-Auto,Normal Attack,32,4,4,0,0,0,0,0,0,0,0,0,0,0,40,2332.4,280,0.06,2,296.8,2472.344,434.84120039573,63515.2,0.0314,nil,0.2198,1.830934,7,8.33,0,1.35,2,4,20,210,2.25,Hit-Scan,inf,0,3.7,Update 8.0,2013-05-23,Secondary,Dual Shotguns,Secondary,300,/Lotus/Weapons/Tenno/Akimbo/AkimboShotGun,Akbronco,7,14,0.75
Hystrix Prime,Auto,Poison Quill,2.76,39.56,3.68,0,0,0,0,0,0,0,0,0,0,0,46,322,46,0.28,2.2,61.456,430.192,253.05411764706,20649.216,0.2,nil,1.2,8.4,1,7,0,0.7,12,16,40,320,1.6,Projectile,80,0,14.3,Update 31.7,2022-07-16,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Tenno/Pistols/PrimeHystrix/PrimeHystrixWeapon,Hystrix,0,inf,1
Hystrix Prime,Auto,Ice Quill,2.76,39.56,3.68,0,0,0,0,0,0,0,0,0,0,0,46,322,46,0.28,2.2,61.456,430.192,253.05411764706,20649.216,0.2,nil,1.2,8.4,1,7,0,0.7,12,16,40,320,1.6,Projectile,80,0,14.3,Update 31.7,2022-07-16,Secondary,Pistol,Secondary,0,/Lotus/Weapons/Tenno/Pistols/PrimeHystrix/PrimeHystrixWeapon,Hystrix,0,inf,1
